1995,   3860000,         364.7,           7.2,          31.9,,         103.7,         222.0,       2987.0,         735.5,       1992.4,         259.1 
1996,   3884000,         320.5,           5.9,          31.7,,          93.8,         189.2,       2845.8,         688.4,       1896.3,         261.1 
1997,   3908000,         316.9,           5.8,          33.4,,          90.7,         187.0,       2810.1,         681.6,       1880.4,         248.1 
1998,   3936000,         328.0,           6.0,          28.1,,          88.1,         205.7,       2787.6,         711.3,       1828.5,         247.8 
1999,   3960825,         308.3,           5.1,          29.0,,          78.4,         195.8,       2645.1,         635.7,       1785.5,         223.9 
2000,   4041769,         294.5,           4.8,          27.0,,          80.6,         182.2,       2665.2,         626.2,       1809.6,         229.5 
2001,   4068816,         258.3,           4.4,          25.8,,          80.3,         147.7,       2638.5,         662.7,       1756.0,         219.8 
2002,   4089822,         271.4,           4.7,          26.6,,          76.6,         163.6,       2655.1,         657.5,       1769.7,         227.9 
2003,   4118189,         248.5,           4.4,          27.3,,          78.3,         138.5,       2510.1,         632.2,       1677.5,         200.4 
2004,   4141835,         245.1,           5.7,          29.9,,          78.9,         130.6,       2540.2,         625.4,       1703.0,         211.8 
2005,   4172608,         267.0,           4.6,          34.1,,          88.4,         139.8,       2531.0,         634.1,       1686.0,         211.0 
2006,   4206074,         270.1,           4.1,          31.2,,          91.5,         143.3,       2601.7,         662.5,       1716.5,         222.6 
2007,   4241474,         290.7,           4.9,          32.2,,          95.9,         157.7,       2546.0,         655.9,       1685.5,         204.6 
2008,   4269245,         297.2,           4.7,          34.1,,          95.6,         162.8,       2681.8,         692.3,       1810.1,         179.4 
2009,   4314113,         255.0,           4.3,          35.5,,          84.4,         130.8,       2524.6,         692.6,       1690.7,         141.3 
2010,   4347223,         243.9,           4.3,          33.1,,          86.2,         120.3,       2557.3,         700.3,       1713.5,         143.5 
2011,   4366814,         239.6,           3.5,          34.3,,          84.8,         117.0,       2725.9,         750.0,       1822.5,         153.5 
2012,   4379730,         224.9,           4.6,          30.0,,          81.0,         109.4,       2575.5,         682.2,       1739.8,         153.5 
2013,   4399583,         210.9,           3.9,          21.6,          37.4,          73.8,          95.8,       2374.0,         598.5,       1637.6,         137.9 
2014,   4413457,         211.6,           3.6,          20.0,          32.6,          75.6,          99.8,       2246.9,         526.7,       1577.1,         143.2 


		
		,1. The figures shown in this column for the offense of rape were estimated using the legacy UCR definition of rape - previously known as "Forcible" rape.  See UCR Offense Definitions for further information.
		
		,2. The figures shown in this column for the offense of rape were estimated using the revised Uniform Crime Reporting (UCR) definition of rape. In December 2011 the UCR program changed its definition of SRS rape to this revised definition. This change can be seen in the UCR data starting in 2013. Prior to 2013 this column will be blank. See UCR Offense Definitions for further information.
		
		
		,Notes:,National or state offense totals are based on data from all reporting agencies and estimates for unreported areas.

"           Rates are the number of reported offenses per 100,000 population"  
 
,,"Kentucky - "
 
,,"Reporting problems at the state resulted in no usable 1988 data.  The state total was estimated by updating previous valid annual totals for individual jurisdictions, subdivided by population group.  Percent changes for each offense within each population group of the geographic division in which the state resides was applied to the previous valid annual totals.  The state total was compiled from the sums of the population group estimates.  " 
,,"The state UCR Program was unable to provide complete 1996 offense figures in accordance with UCR guidelines.  The 1995 and 1996 percent changes within the geographic division in which Kentucky is categorized were applied to the valid 1995 state total to generate the 1996 state total. " 
,,"The state UCR Program was unable to provide complete 1997 offense figures in accordance with UCR guidelines.  The 1996 and 1997 percent changes within the geographic division in which Kentucky is categorized were applied to the valid 1996 state total to effect the 1997 state total. " 
,,"The state UCR Program was unable to provide complete 1998 offense figures in accordance with UCR guidelines.  The state total was estimated by using 1997 figures for the nonreporting areas and applying 1997 versus 1998 percentage changes for the division in which Kentucky is located.  The estimates for the nonreporting areas were then increased by any actual 1998 crime counts received." 
,,"The state UCR Program was unable to provide complete 1999 offense figures in accordance with UCR guidelines.  To arrive at the 1999 estimate for Kentucky, the 1998 state total supplied by the state UCR Program was updated using 1999 crime trends for the division in which Kentucky is located. " 
,,"The state UCR Program was unable to provide complete 2000 offense figures in accordance with UCR guidelines.  To arrive at the 2000 estimate for Kentucky, the 1999 state total supplied by the state UCR Program was updated using 2000 crime trends for the division in which Kentucky is located. " 
,,"The state UCR Program was unable to provide complete 2001 offense figures in accordance with UCR guidelines.  To arrive at the 2001 estimate for Kentucky, the 2000 state estimate was updated using 2001 crime trends reported for the East South Central Division.  " 
,,"The state UCR Program was unable to provide complete 2002 offense figures in accordance with UCR guidelines.  To obtain the 2002 state crime count, the FBI contacted the state UCR Program, and the state agency was able to provide their latest state total, 2000.  Therefore, the 2001 state estimate was updated for inclusion in the 2002 edition of Crime in the United States by using the 2001 crime trends for the division in which the state is located.  To derive the 2002 state estimate, the 2002 crime trends for the division were applied to the adjusted 2001 state estimate. " 
,,"The state UCR Program was unable to provide complete 2003 offense figures in accordance with UCR guidelines.  To obtain the 2003 estimate, the 2003 crime trend for the East South Central Division was applied to an adjusted 2002 state estimate.  The 2002 state count was reestimated by applying the 2002 crime trend for the East South Central Division using a more current figure, 2001 state totals, provided by the state UCR Program.  The adjusted 2002 estimate differs from the figure published in the 2002 edition of Crime in the United States which was originally estimated using 2002 state totals" 

"Sources: FBI, Uniform Crime Reports, prepared by the National Archive of Criminal Justice Data" 
Date of download: Feb 22 2019 
